raw_text,model_input,text,transformer_text,label,target,userLang,language_name,app_name,review_date
Mi fa vedere nelle chat solo lo schermo bianco e non so cosa dice il soggetto,lang_it Mi fa vedere nelle chat solo lo schermo bianco e non so cosa dice il soggetto,lang_it mi fa vedere nelle chat solo lo schermo bianco e non so cosa dice il soggetto,Mi fa vedere nelle chat solo lo schermo bianco e non so cosa dice il soggetto,negative,0,IT,Italian,Snapchat,2023-09-19 09:32:27
Bello,lang_it Bello,lang_it bello,Bello,positive,2,IT,Italian,Snapchat,2023-09-18 22:22:06
Bello!,lang_it Bello!,lang_it bello!,Bello!,neutral,1,IT,Italian,Snapchat,2023-09-18 18:45:38
Ottimizzato malissimo per Android pur avendo un telefono da 4 cifre,lang_it Ottimizzato malissimo per Android pur avendo un telefono da 4 cifre,lang_it ottimizzato malissimo per android pur avendo un telefono da 4 cifre,Ottimizzato malissimo per Android pur avendo un telefono da 4 cifre,negative,0,IT,Italian,Snapchat,2023-09-18 17:00:44
Ottima app,lang_it Ottima app,lang_it ottima app,Ottima app,positive,2,IT,Italian,Snapchat,2023-09-18 07:31:36
bella,lang_it bella,lang_it bella,bella,negative,0,IT,Italian,Snapchat,2023-09-17 22:18:39
App molto carina e puoi anche charter con i tuoi amici favoloso! E poi ci sono dei filtri veramente carini e divertenti. Io la consiglio come app😊😊,lang_it App molto carina e puoi anche charter con i tuoi amici favoloso! E poi ci sono dei filtri veramente carini e divertenti. Io la consiglio come app😊😊,lang_it app molto carina e puoi anche charter con i tuoi amici favoloso! e poi ci sono dei filtri veramente carini e divertenti. io la consiglio come app😊😊,App molto carina e puoi anche charter con i tuoi amici favoloso! E poi ci sono dei filtri veramente carini e divertenti. Io la consiglio come app😊😊,positive,2,IT,Italian,Snapchat,2023-09-17 21:12:18
Bellissima Applicazione,lang_it Bellissima Applicazione,lang_it bellissima applicazione,Bellissima Applicazione,positive,2,IT,Italian,Snapchat,2023-09-17 16:23:23
AENL,lang_it AENL,lang_it aenl,AENL,positive,2,IT,Italian,Snapchat,2023-09-17 16:09:04
Un app davvero bella e le do 5 stelle (le merita),lang_it Un app davvero bella e le do 5 stelle (le merita),lang_it un app davvero bella e le do 5 stelle (le merita),Un app davvero bella e le do 5 stelle (le merita),positive,2,IT,Italian,Snapchat,2023-09-17 15:17:47
È molti bella sta app😄,lang_it È molti bella sta app😄,lang_it è molti bella sta app😄,È molti bella sta app😄,positive,2,IT,Italian,Snapchat,2023-09-17 01:01:25
È una bella app,lang_it È una bella app,lang_it è una bella app,È una bella app,positive,2,IT,Italian,Snapchat,2023-09-16 19:07:55
It's beautiful♡♡♡♡☆!,lang_it It's beautiful♡♡♡♡☆!,lang_it it's beautiful♡♡♡♡ !,It's beautiful♡♡♡♡☆!,positive,2,IT,Italian,Snapchat,2023-09-16 16:16:59
App bellissima poi se non hai tik tok puoi usare questa app poi puoi avere un account per fare video molto bella,lang_it App bellissima poi se non hai tik tok puoi usare questa app poi puoi avere un account per fare video molto bella,lang_it app bellissima poi se non hai tik tok puoi usare questa app poi puoi avere un account per fare video molto bella,App bellissima poi se non hai tik tok puoi usare questa app poi puoi avere un account per fare video molto bella,positive,2,IT,Italian,Snapchat,2023-09-16 14:49:54
Please 🧻,lang_it Please 🧻,lang_it please 🧻,Please 🧻,negative,0,IT,Italian,Snapchat,2023-09-16 00:02:45
"È una chat che non ha granché,mi spiace.","lang_it È una chat che non ha granché,mi spiace.","lang_it è una chat che non ha granché,mi spiace.","È una chat che non ha granché,mi spiace.",negative,0,IT,Italian,Snapchat,2023-09-15 16:41:55
Bho non l'ho testta ma so solo che la approvano ciaooo :),lang_it Bho non l'ho testta ma so solo che la approvano ciaooo :),lang_it bho non l'ho testta ma so solo che la approvano ciaooo :),Bho non l'ho testta ma so solo che la approvano ciaooo :),neutral,1,IT,Italian,Snapchat,2023-09-14 19:55:05
Non e male solo che ci sono troppe publicita,lang_it Non e male solo che ci sono troppe publicita,lang_it non e male solo che ci sono troppe publicita,Non e male solo che ci sono troppe publicita,positive,2,IT,Italian,Snapchat,2023-09-14 16:45:20
Non la volevo,lang_it Non la volevo,lang_it non la volevo,Non la volevo,negative,0,IT,Italian,Snapchat,2023-09-14 13:48:28
IA bot nepodporuje nacizmus,lang_it IA bot nepodporuje nacizmus,lang_it ia bot nepodporuje nacizmus,IA bot nepodporuje nacizmus,negative,0,IT,Italian,Snapchat,2023-09-14 11:10:02
É un'applicazione fighissima e soprattutto personale e mi piace anche il fatto che ogni aggiornamento aggiustano tutti i bug 😁 Però vorrei che viene tolto my ai perché sembra inquietante e i la versione precedente dei bitmoji perfavore non mi piacciono le espressioni le altre erano più carine 😭,lang_it É un'applicazione fighissima e soprattutto personale e mi piace anche il fatto che ogni aggiornamento aggiustano tutti i bug 😁 Però vorrei che viene tolto my ai perché sembra inquietante e i la versione precedente dei bitmoji perfavore non mi piacciono le espressioni le altre erano più carine 😭,lang_it é un'applicazione fighissima e soprattutto personale e mi piace anche il fatto che ogni aggiornamento aggiustano tutti i bug 😁 però vorrei che viene tolto my ai perché sembra inquietante e i la versione precedente dei bitmoji perfavore non mi piacciono le espressioni le altre erano più carine 😭,É un'applicazione fighissima e soprattutto personale e mi piace anche il fatto che ogni aggiornamento aggiustano tutti i bug 😁 Però vorrei che viene tolto my ai perché sembra inquietante e i la versione precedente dei bitmoji perfavore non mi piacciono le espressioni le altre erano più carine 😭,positive,2,IT,Italian,Snapchat,2023-09-13 17:31:53
❤️❤️❤️❤️adoro,lang_it ❤️❤️❤️❤️adoro,lang_it ❤️❤️❤️❤️adoro,❤️❤️❤️❤️adoro,neutral,1,IT,Italian,Snapchat,2023-09-13 16:55:41
È carina ma il problema che se devi fare uno screen alla chat perché uno sta sparlando una a lui spunta che hai fatto screen non ha senso 🙄,lang_it È carina ma il problema che se devi fare uno screen alla chat perché uno sta sparlando una a lui spunta che hai fatto screen non ha senso 🙄,lang_it è carina ma il problema che se devi fare uno screen alla chat perché uno sta sparlando una a lui spunta che hai fatto screen non ha senso 🙄,È carina ma il problema che se devi fare uno screen alla chat perché uno sta sparlando una a lui spunta che hai fatto screen non ha senso 🙄,negative,0,IT,Italian,Snapchat,2023-09-13 15:35:33
"I love snap, I was wondering why you deleted the games, they were fun to play with friends :(","lang_it I love snap, I was wondering why you deleted the games, they were fun to play with friends :(","lang_it i love snap, i was wondering why you deleted the games, they were fun to play with friends :(","I love snap, I was wondering why you deleted the games, they were fun to play with friends :(",positive,2,IT,Italian,Snapchat,2023-09-12 23:16:47
9k,lang_it 9k,lang_it 9k,9k,positive,2,IT,Italian,Snapchat,2023-09-12 17:16:26
Bella,lang_it Bella,lang_it bella,Bella,positive,2,IT,Italian,Snapchat,2023-09-12 17:01:04
Bella app,lang_it Bella app,lang_it bella app,Bella app,positive,2,IT,Italian,Snapchat,2023-09-12 15:50:55
"Servono delle restrizioni sull'età, e al più presto. I bambini non possono usare Snapchat, sappiamo tutti il vero scopo dell' applicazione.","lang_it Servono delle restrizioni sull'età, e al più presto. I bambini non possono usare Snapchat, sappiamo tutti il vero scopo dell' applicazione.","lang_it servono delle restrizioni sull'età, e al più presto. i bambini non possono usare snapchat, sappiamo tutti il vero scopo dell' applicazione.","Servono delle restrizioni sull'età, e al più presto. I bambini non possono usare Snapchat, sappiamo tutti il vero scopo dell' applicazione.",neutral,1,IT,Italian,Snapchat,2023-09-12 11:01:27
Non sicura app per pedofili,lang_it Non sicura app per pedofili,lang_it non sicura app per pedofili,Non sicura app per pedofili,negative,0,IT,Italian,Snapchat,2023-09-12 10:08:34
Per favore aggiungete le adidas samba gazelle campus,lang_it Per favore aggiungete le adidas samba gazelle campus,lang_it per favore aggiungete le adidas samba gazelle campus,Per favore aggiungete le adidas samba gazelle campus,positive,2,IT,Italian,Snapchat,2023-09-12 00:20:12
Bruttissima,lang_it Bruttissima,lang_it bruttissima,Bruttissima,positive,2,IT,Italian,Snapchat,2023-09-11 17:34:30
È un'applicazione molto comoda se non hai tik tok e di come nella parla la gente e di come sono le foto sembra bella l'applicazione E pure i filtri sono molto belli,lang_it È un'applicazione molto comoda se non hai tik tok e di come nella parla la gente e di come sono le foto sembra bella l'applicazione E pure i filtri sono molto belli,lang_it è un'applicazione molto comoda se non hai tik tok e di come nella parla la gente e di come sono le foto sembra bella l'applicazione e pure i filtri sono molto belli,È un'applicazione molto comoda se non hai tik tok e di come nella parla la gente e di come sono le foto sembra bella l'applicazione E pure i filtri sono molto belli,positive,2,IT,Italian,Snapchat,2023-09-11 14:58:43
Deluso,lang_it Deluso,lang_it deluso,Deluso,negative,0,IT,Italian,Snapchat,2023-09-11 01:33:31
Stupendo,lang_it Stupendo,lang_it stupendo,Stupendo,positive,2,IT,Italian,Snapchat,2023-09-10 15:01:50
Questa app è leggermente un po' peggio di WhatsApp partiamo dal fatto che ti arrivano troppe notifiche,lang_it Questa app è leggermente un po' peggio di WhatsApp partiamo dal fatto che ti arrivano troppe notifiche,lang_it questa app è leggermente un po' peggio di whatsapp partiamo dal fatto che ti arrivano troppe notifiche,Questa app è leggermente un po' peggio di WhatsApp partiamo dal fatto che ti arrivano troppe notifiche,neutral,1,IT,Italian,Snapchat,2023-09-10 12:39:35
Super,lang_it Super,lang_it super,Super,positive,2,IT,Italian,Snapchat,2023-09-10 03:29:09
App molto utile sia per foto e video sia per messaggiare ma ci sono pedofili che contattano i bambini per colpa delle storie pubbliche,lang_it App molto utile sia per foto e video sia per messaggiare ma ci sono pedofili che contattano i bambini per colpa delle storie pubbliche,lang_it app molto utile sia per foto e video sia per messaggiare ma ci sono pedofili che contattano i bambini per colpa delle storie pubbliche,App molto utile sia per foto e video sia per messaggiare ma ci sono pedofili che contattano i bambini per colpa delle storie pubbliche,positive,2,IT,Italian,Snapchat,2023-09-09 21:49:50
E bellissima ma un cosa che vorrei e che fosse funzionante anche senza connessione e spero che in un aggiornamento ci sia questa cosa,lang_it E bellissima ma un cosa che vorrei e che fosse funzionante anche senza connessione e spero che in un aggiornamento ci sia questa cosa,lang_it e bellissima ma un cosa che vorrei e che fosse funzionante anche senza connessione e spero che in un aggiornamento ci sia questa cosa,E bellissima ma un cosa che vorrei e che fosse funzionante anche senza connessione e spero che in un aggiornamento ci sia questa cosa,positive,2,IT,Italian,Snapchat,2023-09-09 18:44:28
E SUPER BELLA LA APLICAZIONE,lang_it E SUPER BELLA LA APLICAZIONE,lang_it e super bella la aplicazione,E SUPER BELLA LA APLICAZIONE,positive,2,IT,Italian,Snapchat,2023-09-09 17:33:00
Coso diidv tgvtcde kf6evt 5eg è rvydbh4 f6v 3vdudih rbf6rbry che ha fatto un 3 di problemi di 3 e si io 2 e non mi sono accorto che il mio 3 sia 33 per 15 3 7 che e in 75 con il mio nome di dominio 33 non è un utente di nessun gruppo pubblico questo 4 12 è il 20 2 20 3 e non mi solo quello di un treno per la prima città del di Roma Napoli in via del Messico in cui non è stato mai trovato e si sono è possibile avere la una persona che ha bisogno per del resto è una cosa che non può mai fare in a,lang_it Coso diidv tgvtcde kf6evt 5eg è rvydbh4 f6v 3vdudih rbf6rbry che ha fatto un 3 di problemi di 3 e si io 2 e non mi sono accorto che il mio 3 sia 33 per 15 3 7 che e in 75 con il mio nome di dominio 33 non è un utente di nessun gruppo pubblico questo 4 12 è il 20 2 20 3 e non mi solo quello di un treno per la prima città del di Roma Napoli in via del Messico in cui non è stato mai trovato e si sono è possibile avere la una persona che ha bisogno per del resto è una cosa che non può mai fare in a,lang_it coso diidv tgvtcde kf6evt 5eg è rvydbh4 f6v 3vdudih rbf6rbry che ha fatto un 3 di problemi di 3 e si io 2 e non mi sono accorto che il mio 3 sia 33 per 15 3 7 che e in 75 con il mio nome di dominio 33 non è un utente di nessun gruppo pubblico questo 4 12 è il 20 2 20 3 e non mi solo quello di un treno per la prima città del di roma napoli in via del messico in cui non è stato mai trovato e si sono è possibile avere la una persona che ha bisogno per del resto è una cosa che non può mai fare in a,Coso diidv tgvtcde kf6evt 5eg è rvydbh4 f6v 3vdudih rbf6rbry che ha fatto un 3 di problemi di 3 e si io 2 e non mi sono accorto che il mio 3 sia 33 per 15 3 7 che e in 75 con il mio nome di dominio 33 non è un utente di nessun gruppo pubblico questo 4 12 è il 20 2 20 3 e non mi solo quello di un treno per la prima città del di Roma Napoli in via del Messico in cui non è stato mai trovato e si sono è possibile avere la una persona che ha bisogno per del resto è una cosa che non può mai fare in a,positive,2,IT,Italian,Snapchat,2023-09-09 17:18:01
Super,lang_it Super,lang_it super,Super,positive,2,IT,Italian,Snapchat,2023-09-09 14:49:11
Molto bella questa app ma nn la migliore,lang_it Molto bella questa app ma nn la migliore,lang_it molto bella questa app ma nn la migliore,Molto bella questa app ma nn la migliore,positive,2,IT,Italian,Snapchat,2023-09-09 00:53:08
"È bellissimo,scaricatelo è pieno di cose bellissime occupa pochissima memoria ed è molto molto protetto. Fantastico","lang_it È bellissimo,scaricatelo è pieno di cose bellissime occupa pochissima memoria ed è molto molto protetto. Fantastico","lang_it è bellissimo,scaricatelo è pieno di cose bellissime occupa pochissima memoria ed è molto molto protetto. fantastico","È bellissimo,scaricatelo è pieno di cose bellissime occupa pochissima memoria ed è molto molto protetto. Fantastico",positive,2,IT,Italian,Snapchat,2023-09-08 15:33:25
"""bellissima applicazione perché mi ha fatto scoprire che la mia fantastica amica nadire è formidabile,""è gentile, mi vuole bene ed è simpatica,non potrei vivere senza di lei","lang_it ""bellissima applicazione perché mi ha fatto scoprire che la mia fantastica amica nadire è formidabile,""è gentile, mi vuole bene ed è simpatica,non potrei vivere senza di lei","lang_it ""bellissima applicazione perché mi ha fatto scoprire che la mia fantastica amica nadire è formidabile,""è gentile, mi vuole bene ed è simpatica,non potrei vivere senza di lei","""bellissima applicazione perché mi ha fatto scoprire che la mia fantastica amica nadire è formidabile,""è gentile, mi vuole bene ed è simpatica,non potrei vivere senza di lei",positive,2,IT,Italian,Snapchat,2023-09-07 22:11:58
"app orribile, grafica scadente. per non parlare delle politiche che prende. bannone speciale anche se sbagli a digitare una parola","lang_it app orribile, grafica scadente. per non parlare delle politiche che prende. bannone speciale anche se sbagli a digitare una parola","lang_it app orribile, grafica scadente. per non parlare delle politiche che prende. bannone speciale anche se sbagli a digitare una parola","app orribile, grafica scadente. per non parlare delle politiche che prende. bannone speciale anche se sbagli a digitare una parola",negative,0,IT,Italian,Snapchat,2023-09-07 19:31:51
🥰🥰🥰🥰🥰🤣🤣🥰🤣🥰🥰🤣,lang_it 🥰🥰🥰🥰🥰🤣🤣🥰🤣🥰🥰🤣,lang_it 🥰🥰🥰🥰🥰🤣🤣🥰🤣🥰🥰🤣,🥰🥰🥰🥰🥰🤣🤣🥰🤣🥰🥰🤣,positive,2,IT,Italian,Snapchat,2023-09-07 15:04:16
